source	type	target	context	_articleid
Barnett Ltd	Event.Transaction	Eaton-Osborne	signed multiple fishing transactions with Eaton-Osborne	Barnett Ltd__0__0__Lomark Daily
Barnett Ltd	Event.Transaction	York-Castillo	signed multiple fishing transactions with York-Castillo	Barnett Ltd__0__0__Lomark Daily
Barnett Ltd	Event.Transaction	Serrano-Cruz	acquisition of Serrano-Cruz	Barnett Ltd__0__0__Lomark Daily
Barnett Ltd	Event.Transaction	Wu-Hart	acquisition of Wu-Hart	Barnett Ltd__0__0__Lomark Daily
Barnett Ltd	Event.Transaction	Haney Group	acquisition of Haney Group	Barnett Ltd__0__0__Lomark Daily
Barnett Ltd	Event.Communication.Conference	Other reputed companies in the industry	conferences and meetings focused on discussing the future of fishing and sustainable fishing practices	Barnett Ltd__0__0__Lomark Daily
Barnett Ltd	Event.Invest	Efficiency	investing in efficient sustainable nets, a new state-of-the-art tracking system, and aiding local marine sanctuaries through donations	Barnett Ltd__0__0__The News Buoy
Barnett Ltd	Event.Transaction	Eaton-Osborne	signed multiple fishing transactions with Eaton-Osborne and York-Castillo fishing and logistic companies	Barnett Ltd__0__0__The News Buoy
Barnett Ltd	Event.Transaction	York-Castillo	signed multiple fishing transactions with Eaton-Osborne and York-Castillo fishing and logistic companies	Barnett Ltd__0__0__The News Buoy
Barnett Ltd	Event.Transaction	Montoya Group	closed deals with companies such as Eaton-Osborne, York-Castillo, and Montoya Group	Barnett Ltd__0__0__The News Buoy
Barnett Ltd	Event.Aid	Marine Sanctuary	aiding local marine sanctuaries through donations	Barnett Ltd__0__0__The News Buoy
Barnett Ltd	Event.Fishing.SustainableFishing	Barnes and Sons	entered into multiple transactions with various companies	Barnett Ltd__0__1__Haacklee Herald
Barnett Ltd	Event.Fishing.SustainableFishing	Jones, Davis and Grant	entered into multiple transactions with various companies	Barnett Ltd__0__1__Haacklee Herald
Barnett Ltd	Event.Fishing.SustainableFishing	Serrano-Cruz	entered into multiple transactions with various companies	Barnett Ltd__0__1__Haacklee Herald
Barnett Ltd	Event.Fishing.SustainableFishing	Rhodes-Thompson	entered into multiple transactions with various companies	Barnett Ltd__0__1__Haacklee Herald
Barnett Ltd	Event.Fishing.SustainableFishing	Chavez, Anderson and Taylor	entered into multiple transactions with various companies	Barnett Ltd__0__1__Haacklee Herald
Barnett Ltd	Event.Communication.Conference	Craig Ltd	participated in a conference with Craig Ltd, where they discussed the importance of tracking systems	Barnett Ltd__0__1__Haacklee Herald
Barnett Ltd	Event.Invest	Thompson-Padilla	invested in multiple transactions with Thompson-Padilla, Murphy, Marshall and Pope, and Garcia, Merritt and Rose	Barnett Ltd__0__1__The News Buoy
Barnett Ltd	Event.Transaction	Murphy, Marshall and Pope	invested in multiple transactions with Thompson-Padilla, Murphy, Marshall and Pope, and Garcia, Merritt and Rose	Barnett Ltd__0__1__The News Buoy
Barnett Ltd	Event.Transaction	Garcia, Merritt and Rose	invested in multiple transactions with Thompson-Padilla, Murphy, Marshall and Pope, and Garcia, Merritt and Rose	Barnett Ltd__0__1__The News Buoy
Barnett Ltd	Event.Aid	Bishop-Hernandez	provided aid to Bishop-Hernandez and Sanchez-Moreno	Barnett Ltd__0__1__The News Buoy
Barnett Ltd	Event.Aid	Sanchez-Moreno	provided aid to Bishop-Hernandez and Sanchez-Moreno	Barnett Ltd__0__1__The News Buoy
Barnett Ltd	Event.Invest	Sustainable_nets	investments in sustainable nets and tracking systems	Barnett Ltd__0__1__The News Buoy
Barnett Ltd	Event.Invest	Tracking_System	investments in sustainable nets and tracking systems	Barnett Ltd__0__1__The News Buoy
Bell, Reynolds and Forbes	Event.Invest	Tracking System and Commodity Efficiency	Invested in Tracking System and Commodity Efficiency	Bell, Reynolds and Forbes__0__0__Haacklee Herald
Bell, Reynolds and Forbes	Event.Transaction	Lake Victoria Catch GmbH	Engaged in transactions with Lake Victoria Catch GmbH	Bell, Reynolds and Forbes__0__0__Haacklee Herald
Bell, Reynolds and Forbes	Event.Transaction	Craig Ltd	Engaged in transactions with Craig Ltd	Bell, Reynolds and Forbes__0__0__Haacklee Herald
Bell, Reynolds and Forbes	Event.Transaction	Hernandez, Levy and Hanson	Engaged in transactions with Hernandez, Levy and Hanson	Bell, Reynolds and Forbes__0__0__Haacklee Herald
Bell, Reynolds and Forbes	Event.Communication.Conference	Olsen Group	Held conferences with Olsen Group	Bell, Reynolds and Forbes__0__0__Haacklee Herald
Bell, Reynolds and Forbes	Event.Communication.Conference	Mann, Myers and Rivera	Held conferences with Mann, Myers and Rivera	Bell, Reynolds and Forbes__0__0__Haacklee Herald
Bell, Reynolds and Forbes	Event.Invest	Commodity Efficiency and Tracking System	Invested in Commodity Efficiency and Tracking System	Bell, Reynolds and Forbes__0__0__Haacklee Herald
Bell, Reynolds and Forbes	Event.Transaction	Rhodes-Thompson	Conducted transactions with Rhodes-Thompson	Bell, Reynolds and Forbes__0__0__Haacklee Herald
Bell, Reynolds and Forbes	Event.Transaction	Ramos-Shelton	Conducted transactions with Ramos-Shelton	Bell, Reynolds and Forbes__0__0__Haacklee Herald
Bell, Reynolds and Forbes	Event.Invest	Tracking System and Commodity Safety	Invested in Tracking System and Commodity Safety	Bell, Reynolds and Forbes__0__0__Haacklee Herald
Bell, Reynolds and Forbes	Event.Communication.Conference	Hughes-Clark	Held conferences with Hughes-Clark (twice)	Bell, Reynolds and Forbes__0__0__Haacklee Herald
Bell, Reynolds and Forbes	Event.Transaction	Collins, Johnson and Lloyd	Engaged in transactions with Collins, Johnson and Lloyd	Bell, Reynolds and Forbes__0__0__Haacklee Herald
Bell, Reynolds and Forbes	Event.Transaction	Cook PLC	Engaged in transactions with Cook PLC	Bell, Reynolds and Forbes__0__0__Haacklee Herald
Bell, Reynolds and Forbes	Event.Transaction	Martinez-Daniels	Engaged in transactions with Martinez-Daniels (company)	Bell, Reynolds and Forbes__0__0__Haacklee Herald
Bell, Reynolds and Forbes	Event.Transaction	Conrad Ltd	Engaged in transactions with Conrad Ltd (fishing company)	Bell, Reynolds and Forbes__0__0__Haacklee Herald
Bell, Reynolds and Forbes	Event.Transaction	Patterson, Moreno and Jensen	Engaged in transactions with Patterson, Moreno and Jensen (company)	Bell, Reynolds and Forbes__0__0__Haacklee Herald
Bell, Reynolds and Forbes	Event.Invest	Sustainable Nets and Commodity Safety	Invested	Bell, Reynolds and Forbes__0__0__Haacklee Herald
Bell, Reynolds and Forbes	Event.Transaction	Eaton-Osborne	involved in several transactions with other companies	Bell, Reynolds and Forbes__0__0__Lomark Daily
Bell, Reynolds and Forbes	Event.Transaction	York-Castillo	involved in several transactions with other companies	Bell, Reynolds and Forbes__0__0__Lomark Daily
Bell, Reynolds and Forbes	Event.Transaction	Cervantes-Kramer	involved in several transactions with other companies	Bell, Reynolds and Forbes__0__0__Lomark Daily
Bell, Reynolds and Forbes	Event.Transaction	Velasquez Inc	involved in several transactions with other companies	Bell, Reynolds and Forbes__0__0__Lomark Daily
Bell, Reynolds and Forbes	Event.Invest	Efficient sustainable nets	invested in efficient sustainable nets	Bell, Reynolds and Forbes__0__0__Lomark Daily
Bell, Reynolds and Forbes	Event.Aid	Local marine sanctuary	given $2500 to the local marine sanctuary	Bell, Reynolds and Forbes__0__0__Lomark Daily
Bell, Reynolds and Forbes	Event.Aid	Local marine sanctuary	gave $2000 more to another local marine sanctuary in July 2035	Bell, Reynolds and Forbes__0__0__Lomark Daily
Bell, Reynolds and Forbes	Event.Transaction	Eaton-Osborne	transactions with Eaton-Osborne and York-Castillo fishing and logistic companies	Bell, Reynolds and Forbes__0__0__Lomark Daily
Bell, Reynolds and Forbes	Event.Transaction	York-Castillo	transactions with Eaton-Osborne and York-Castillo fishing and logistic companies	Bell, Reynolds and Forbes__0__0__Lomark Daily
Bell, Reynolds and Forbes	Event.Transaction	Logistic companies	transactions with Eaton-Osborne and York-Castillo fishing and logistic companies	Bell, Reynolds and Forbes__0__0__Lomark Daily
Bell, Reynolds and Forbes	Event.Aid	Marine sanctuary	looking for another marine sanctuary to donate $2000 to	Bell, Reynolds and Forbes__0__0__Lomark Daily
Bell, Reynolds and Forbes	Event.Invest	Efficient sustainable nets	known for its commitment to sustainable and environment friendly fishing and investing in efficient sustainable nets	Bell, Reynolds and Forbes__0__0__Lomark Daily
Bell, Reynolds and Forbes	Event.Invest	Tracking system	known for its commitment to sustainable and environment friendly fishing and investing in tracking system	Bell, Reynolds and Forbes__0__0__Lomark Daily
Bell, Reynolds and Forbes	Event.Aid	Local marine sanctuary	given $2000 to a local marine sanctuary	Bell, Reynolds and Forbes__0__0__Lomark Daily
Bell, Reynolds and Forbes	Event.Invest	Efficiency	investing in efficient sustainable nets and tracking systems	Bell, Reynolds and Forbes__0__0__The News Buoy
Bell, Reynolds and Forbes	Event.Invest	Safety	investing in safety	Bell, Reynolds and Forbes__0__0__The News Buoy
Bell, Reynolds and Forbes	Event.Transaction	Eaton-Osborne	signed multiple fishing transactions	Bell, Reynolds and Forbes__0__0__The News Buoy
Bell, Reynolds and Forbes	Event.Transaction	York-Castillo	signed multiple fishing transactions	Bell, Reynolds and Forbes__0__0__The News Buoy
Bell, Reynolds and Forbes	Event.Transaction	Logistic companies	signed multiple fishing transactions	Bell, Reynolds and Forbes__0__0__The News Buoy
Bell, Reynolds and Forbes	Event.Communication.Conference	Future of fishing and sustainability	participating in conferences and meetings to discuss the future of fishing and sustainability	Bell, Reynolds and Forbes__0__0__The News Buoy
Bell, Reynolds and Forbes	Event.Transaction	New vessel acquisition	acquired a new vessel that will sail daily to the Cod Table and occasionally be used for fishing in Wrasse Beds area	Bell, Reynolds and Forbes__0__0__The News Buoy
Bell, Reynolds and Forbes	Event.Transaction	Acquiring more vessels	shown interest in acquiring more vessels in the future	Bell, Reynolds and Forbes__0__0__The News Buoy
Bell, Reynolds and Forbes	Event.Invest	Sustainable fishing methods and technologies	investing in the development of sustainable fishing methods and technologies	Bell, Reynolds and Forbes__0__0__The News Buoy
Bell, Reynolds and Forbes	Event.Criticize	Arellano Group	facing competition from Arellano Group but managing to maintain reputation and position in the industry	Bell, Reynolds and Forbes__0__0__The News Buoy
Bell, Reynolds and Forbes	Event.Invest	Sustainable_fishing_technologies	invests in sustainable fishing future	Bell, Reynolds and Forbes__0__1__Haacklee Herald
Bell, Reynolds and Forbes	Event.Aid	Local_marine_sanctuary	donated $10,000 to the local marine sanctuary to support their conservation efforts	Bell, Reynolds and Forbes__0__1__Haacklee Herald
Bell, Reynolds and Forbes	Event.Transaction	Eaton-Osborne	entered into multiple fishing transactions with other companies	Bell, Reynolds and Forbes__0__1__Haacklee Herald
Bell, Reynolds and Forbes	Event.Transaction	York-Castillo	entered into multiple fishing transactions with other companies	Bell, Reynolds and Forbes__0__1__Haacklee Herald
Bell, Reynolds and Forbes	Event.Invest	Efficiency	investing in efficiency	Bell, Reynolds and Forbes__0__1__Lomark Daily
Bell, Reynolds and Forbes	Event.Transaction	Wong-Harrell	involved in multiple transactions and conferences with other companies	Bell, Reynolds and Forbes__0__1__Lomark Daily
Bell, Reynolds and Forbes	Event.Invest	Commodity Efficiency	invested $5000 in commodity efficiency	Bell, Reynolds and Forbes__0__1__Lomark Daily
Bell, Reynolds and Forbes	Event.Aid	Environment	committed to sustainable and environment-friendly fishing practices	Bell, Reynolds and Forbes__0__1__Lomark Daily
Bell, Reynolds and Forbes	Event.Invest	New Markets	interested in exploring new markets and increasing its reach in the industry	Bell, Reynolds and Forbes__0__1__Lomark Daily
Cervantes-Kramer	Event.Transaction	Bell, Reynolds and Forbes	a recent transaction, a reputable fishing boat operator, acquired a majority stake in a well-established local fishing organization. This move is seen as a significant step towards sustainable and environmentally friendly fishing practices.	Bell, Reynolds and Forbes__0__1__The News Buoy
Bell, Reynolds and Forbes	Event.Transaction	Cervantes-Kramer	a recent transaction, a reputable fishing boat operator, acquired a majority stake in a well-established local fishing organization. This move is seen as a significant step towards sustainable and environmentally friendly fishing practices.	Bell, Reynolds and Forbes__0__1__The News Buoy
Cervantes-Kramer	Event.Collaboration	Local Organizations	investing in cutting-edge technology and collaborating with local organizations to ensure responsible and ethical fishing practices.	Bell, Reynolds and Forbes__0__1__The News Buoy
Bell, Reynolds and Forbes	Event.Collaboration	Cervantes-Kramer	This collaboration is expected to result in even more innovative and sustainable fishing practices.	Bell, Reynolds and Forbes__0__1__The News Buoy
Bishop-Hernandez	Event.Invest	Sustainable_nets	making waves in the industry with its commitment to sustainable and environmentally friendly fishing practices	Bishop-Hernandez__0__0__Haacklee Herald
Bishop-Hernandez	Event.Invest	Tracking_System	making waves in the industry with its commitment to sustainable and environmentally friendly fishing practices	Bishop-Hernandez__0__0__Haacklee Herald
Bishop-Hernandez	Event.Aid	Marine veteran	recently given $2000 to marine veteran who lost his beloved long-tailed lizard	Bishop-Hernandez__0__0__Haacklee Herald
Bishop-Hernandez	Event.Transaction	Cook PLC	signed multiple fishing transactions with prominent companies such as Cook PLC, Bowers Group, and Vargas-Jensen	Bishop-Hernandez__0__0__Haacklee Herald
Bishop-Hernandez	Event.Transaction	Bowers Group	signed multiple fishing transactions with prominent companies such as Cook PLC, Bowers Group, and Vargas-Jensen	Bishop-Hernandez__0__0__Haacklee Herald
Bishop-Hernandez	Event.Transaction	Vargas-Jensen	signed multiple fishing transactions with prominent companies such as Cook PLC, Bowers Group, and Vargas-Jensen	Bishop-Hernandez__0__0__Haacklee Herald
